AreaOccupied_AreaOccupied_DAB_object,AreaOccupied_AreaOccupied_FilterObjects,AreaOccupied_AreaOccupied_Tissue_object,AreaOccupied_AreaOccupied_nuclei_HE,AreaOccupied_Perimeter_DAB_object,AreaOccupied_Perimeter_FilterObjects,AreaOccupied_Perimeter_Tissue_object,AreaOccupied_Perimeter_nuclei_HE,AreaOccupied_TotalArea_DAB_object,AreaOccupied_TotalArea_FilterObjects,AreaOccupied_TotalArea_Tissue_object,AreaOccupied_TotalArea_nuclei_HE,Channel_Original,Count_DAB_object,Count_FilterObjects,Count_Tissue_object,Count_nuclei_HE,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05ColorToGray,ExecutionTime_06ImageMath,ExecutionTime_07Smooth,ExecutionTime_08UnmixColors,ExecutionTime_09IdentifyPrimaryObjects,ExecutionTime_10IdentifyPrimaryObjects,ExecutionTime_11IdentifyPrimaryObjects,ExecutionTime_12RelateObjects,ExecutionTime_13FilterObjects,ExecutionTime_14OverlayOutlines,ExecutionTime_15SaveImages,ExecutionTime_16MeasureImageAreaOccupied,FileName_Original,Frame_Original,Group_Index,Group_Length,Group_Number,Height_Original,ImageNumber,ImageSet_ImageSet,MD5Digest_Original,Mean_DAB_object_Children_nuclei_HE_Count,Mean_DAB_object_Location_Center_X,Mean_DAB_object_Location_Center_Y,Mean_DAB_object_Location_Center_Z,Mean_FilterObjects_Location_Center_X,Mean_FilterObjects_Location_Center_Y,Mean_FilterObjects_Location_Center_Z,Mean_FilterObjects_Parent_nuclei_HE,Mean_Tissue_object_Location_Center_X,Mean_Tissue_object_Location_Center_Y,Mean_Tissue_object_Location_Center_Z,Mean_nuclei_HE_Children_FilterObjects_Count,Mean_nuclei_HE_Location_Center_X,Mean_nuclei_HE_Location_Center_Y,Mean_nuclei_HE_Location_Center_Z,Mean_nuclei_HE_Parent_DAB_object,Median_DAB_object_Children_nuclei_HE_Count,Median_DAB_object_Location_Center_X,Median_DAB_object_Location_Center_Y,Median_DAB_object_Location_Center_Z,Median_FilterObjects_Location_Center_X,Median_FilterObjects_Location_Center_Y,Median_FilterObjects_Location_Center_Z,Median_FilterObjects_Parent_nuclei_HE,Median_Tissue_object_Location_Center_X,Median_Tissue_object_Location_Center_Y,Median_Tissue_object_Location_Center_Z,Median_nuclei_HE_Children_FilterObjects_Count,Median_nuclei_HE_Location_Center_X,Median_nuclei_HE_Location_Center_Y,Median_nuclei_HE_Location_Center_Z,Median_nuclei_HE_Parent_DAB_object,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_NR,Metadata_R_NUMBER,Metadata_STAIN,Metadata_Series,Metadata_T_NUMBER,Metadata_Xcoord,Metadata_Ycoord,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05ColorToGray,ModuleError_06ImageMath,ModuleError_07Smooth,ModuleError_08UnmixColors,ModuleError_09IdentifyPrimaryObjects,ModuleError_10IdentifyPrimaryObjects,ModuleError_11IdentifyPrimaryObjects,ModuleError_12RelateObjects,ModuleError_13FilterObjects,ModuleError_14OverlayOutlines,ModuleError_15SaveImages,ModuleError_16MeasureImageAreaOccupied,PathName_Original,ProcessingStatus,Scaling_Original,Series_Original,StDev_DAB_object_Children_nuclei_HE_Count,StDev_DAB_object_Location_Center_X,StDev_DAB_object_Location_Center_Y,StDev_DAB_object_Location_Center_Z,StDev_FilterObjects_Location_Center_X,StDev_FilterObjects_Location_Center_Y,StDev_FilterObjects_Location_Center_Z,StDev_FilterObjects_Parent_nuclei_HE,StDev_Tissue_object_Location_Center_X,StDev_Tissue_object_Location_Center_Y,StDev_Tissue_object_Location_Center_Z,StDev_nuclei_HE_Children_FilterObjects_Count,StDev_nuclei_HE_Location_Center_X,StDev_nuclei_HE_Location_Center_Y,StDev_nuclei_HE_Location_Center_Z,StDev_nuclei_HE_Parent_DAB_object,Threshold_FinalThreshold_DAB_object,Threshold_FinalThreshold_Tissue_object,Threshold_FinalThreshold_nuclei_HE,Threshold_OrigThreshold_DAB_object,Threshold_OrigThreshold_Tissue_object,Threshold_OrigThreshold_nuclei_HE,Threshold_SumOfEntropies_DAB_object,Threshold_SumOfEntropies_Tissue_object,Threshold_SumOfEntropies_nuclei_HE,Threshold_WeightedVariance_DAB_object,Threshold_WeightedVariance_Tissue_object,Threshold_WeightedVariance_nuclei_HE,URL_Original,Width_Original
151909.0,171.0,3686997.0,368.0,35673.0,114.0,10350.0,235.0,4000000.0,4000000.0,4000000.0,4000000.0,-2,355.0,4.0,2.0,9.0,0.0,0.0,1.2500000000000009,0.0,0.07000000000000028,0.009999999999999787,0.5199999999999996,0.35999999999999943,0.9799999999999986,0.9800000000000004,0.8900000000000006,0.03999999999999915,0.39000000000000057,0.3999999999999986,1.0199999999999996,0.25,AE9.T02-7170.CD68.20141128.X22000.Y24000.normalized.tile.tissue.png,0,1,1,1,2000,1,b'eLssxJ47tdNta4MwEADgvyJ+17RSWldsy9AWCisdq0LbL8NpZt00SqLd9u93d9o3WMcY26ccScjL3XPO5D3PtD0kFWYgyyb8nouoiFORjPTAnxm2Phk7UGgNNgo10ncVKgAGbyZAEHkKeVFRUX7Qw8EFz0OSgQ/uG50+JLARgh8+ojhA0bwUyoe3L2XM5Uhfb9ytr9PmZsfwW0gUrY/R5keuKKTiavOZRyMJcIuarMEJQTD3YF/GG3ZYmiELFCSKVSUYk6rH7tInibrcDDiuKvCWcLYU3JPpnhvBwg0qiUbZOdKdB0wPE4oB0xce4coK1fpFkb2mFXNBxH0rAlmXiQxj/qiqOkbTfZupOs/x8tvpjel3LGPQHZyU97pdyzbXlkXYrR4OopB5mEGOYqCfcfSPDVCKhLQeUgaF+boZMGgb4oTogT//EWR8A92MIxUeAoJzle+/NJSGBVdlGPHfngYJOm/G9mznokOdpkUNy2Fts7LL38DE1aZdTMeftLg8+A==',a3354c496f570260c899eaebdd3ba489,0.011267605633802818,752.3842429342417,1157.3389510865488,0.0,585.5416316923775,1294.9985778697824,0.0,3.75,570.8329426997434,626.6158192887742,0.0,0.4444444444444444,737.3189160731629,1474.8176223536684,0.0,89.44444444444444,0.0,567.5621181262729,1128.734283319363,0.0,538.346875,1377.5053453947369,0.0,3.5,570.8329426997434,626.6158192887742,0.0,0.0,580.1,1627.0263157894738,0.0,0.0,nan,file:/Users/tpeters4/Library/CloudStorage/OneDrive-UMCUtrecht/Documenten/PhD%20Documents/Projecten/SlideToolkit/CellProfiler%20upgrade_study/CD68/summary/AE9.T02-7170.CD68.20141128.X22000.Y24000.normalized.tile.tissue.png,0,AE9,20141128,CD68,0,T02-7170,X22000,Y24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/tpeters4/Library/CloudStorage/OneDrive-UMCUtrecht/Documenten/PhD Documents/Projecten/SlideToolkit/CellProfiler upgrade_study/CD68/summary,Done,255,0,0.10554926194476165,568.5696863706701,424.5077157887481,0.0,143.589888388715,407.2109448187509,0.0,2.384848003542364,399.54443944594726,313.36925385131934,0.0,0.4969039949999533,424.2513227426601,340.3511706759773,0.0,120.67689745865574,0.67,0.05,0.81,0.02804288060645787,0.21634448,0.016219013367810953,-10.394741335323797,-12.11602771231086,-9.098972588004733,4.705832971768472,0.3841439594708942,4.752188411132744,file:/Users/tpeters4/Library/CloudStorage/OneDrive-UMCUtrecht/Documenten/PhD%20Documents/Projecten/SlideToolkit/CellProfiler%20upgrade_study/CD68/summary/AE9.T02-7170.CD68.20141128.X22000.Y24000.normalized.tile.tissue.png,2000
