AreaOccupied_AreaOccupied_FilterObjects,AreaOccupied_AreaOccupied_HE_Nuclei,AreaOccupied_AreaOccupied_LRP_object,AreaOccupied_AreaOccupied_Tissue,AreaOccupied_Perimeter_FilterObjects,AreaOccupied_Perimeter_HE_Nuclei,AreaOccupied_Perimeter_LRP_object,AreaOccupied_Perimeter_Tissue,AreaOccupied_TotalArea_FilterObjects,AreaOccupied_TotalArea_HE_Nuclei,AreaOccupied_TotalArea_LRP_object,AreaOccupied_TotalArea_Tissue,Channel_Original,Count_FilterObjects,Count_HE_Nuclei,Count_LRP_object,Count_Tissue,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05ColorToGray,ExecutionTime_06Smooth,ExecutionTime_07ImageMath,ExecutionTime_08IdentifyPrimaryObjects,ExecutionTime_09UnmixColors,ExecutionTime_10IdentifyPrimaryObjects,ExecutionTime_11IdentifyPrimaryObjects,ExecutionTime_12RelateObjects,ExecutionTime_13FilterObjects,ExecutionTime_14OverlayOutlines,ExecutionTime_15SaveImages,ExecutionTime_16MeasureImageAreaOccupied,FileName_Original,Frame_Original,Group_Index,Group_Length,Group_Number,Height_Original,ImageNumber,ImageSet_ImageSet,MD5Digest_Original,Mean_FilterObjects_Location_Center_X,Mean_FilterObjects_Location_Center_Y,Mean_FilterObjects_Location_Center_Z,Mean_FilterObjects_Parent_HE_Nuclei,Mean_HE_Nuclei_Children_FilterObjects_Count,Mean_HE_Nuclei_Location_Center_X,Mean_HE_Nuclei_Location_Center_Y,Mean_HE_Nuclei_Location_Center_Z,Mean_HE_Nuclei_Parent_LRP_object,Mean_LRP_object_Children_HE_Nuclei_Count,Mean_LRP_object_Location_Center_X,Mean_LRP_object_Location_Center_Y,Mean_LRP_object_Location_Center_Z,Mean_Tissue_Location_Center_X,Mean_Tissue_Location_Center_Y,Mean_Tissue_Location_Center_Z,Median_FilterObjects_Location_Center_X,Median_FilterObjects_Location_Center_Y,Median_FilterObjects_Location_Center_Z,Median_FilterObjects_Parent_HE_Nuclei,Median_HE_Nuclei_Children_FilterObjects_Count,Median_HE_Nuclei_Location_Center_X,Median_HE_Nuclei_Location_Center_Y,Median_HE_Nuclei_Location_Center_Z,Median_HE_Nuclei_Parent_LRP_object,Median_LRP_object_Children_HE_Nuclei_Count,Median_LRP_object_Location_Center_X,Median_LRP_object_Location_Center_Y,Median_LRP_object_Location_Center_Z,Median_Tissue_Location_Center_X,Median_Tissue_Location_Center_Y,Median_Tissue_Location_Center_Z,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_NR,Metadata_R_NUMBER,Metadata_STAIN,Metadata_Series,Metadata_T_NUMBER,Metadata_Xcoord,Metadata_Ycoord,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05ColorToGray,ModuleError_06Smooth,ModuleError_07ImageMath,ModuleError_08IdentifyPrimaryObjects,ModuleError_09UnmixColors,ModuleError_10IdentifyPrimaryObjects,ModuleError_11IdentifyPrimaryObjects,ModuleError_12RelateObjects,ModuleError_13FilterObjects,ModuleError_14OverlayOutlines,ModuleError_15SaveImages,ModuleError_16MeasureImageAreaOccupied,PathName_Original,ProcessingStatus,Scaling_Original,Series_Original,StDev_FilterObjects_Location_Center_X,StDev_FilterObjects_Location_Center_Y,StDev_FilterObjects_Location_Center_Z,StDev_FilterObjects_Parent_HE_Nuclei,StDev_HE_Nuclei_Children_FilterObjects_Count,StDev_HE_Nuclei_Location_Center_X,StDev_HE_Nuclei_Location_Center_Y,StDev_HE_Nuclei_Location_Center_Z,StDev_HE_Nuclei_Parent_LRP_object,StDev_LRP_object_Children_HE_Nuclei_Count,StDev_LRP_object_Location_Center_X,StDev_LRP_object_Location_Center_Y,StDev_LRP_object_Location_Center_Z,StDev_Tissue_Location_Center_X,StDev_Tissue_Location_Center_Y,StDev_Tissue_Location_Center_Z,Threshold_FinalThreshold_HE_Nuclei,Threshold_FinalThreshold_LRP_object,Threshold_FinalThreshold_Tissue,Threshold_OrigThreshold_HE_Nuclei,Threshold_OrigThreshold_LRP_object,Threshold_OrigThreshold_Tissue,Threshold_SumOfEntropies_HE_Nuclei,Threshold_SumOfEntropies_LRP_object,Threshold_SumOfEntropies_Tissue,Threshold_WeightedVariance_HE_Nuclei,Threshold_WeightedVariance_LRP_object,Threshold_WeightedVariance_Tissue,URL_Original,Width_Original
8817.0,23342.0,93033.0,3791125.0,5349.0,13886.0,29437.0,13249.0,4000000.0,4000000.0,4000000.0,4000000.0,-2,163.0,452.0,263.0,2.0,0.0,0.0,1.2300000000000004,0.0,0.04999999999999982,0.39000000000000057,0.009999999999999787,1.2599999999999998,0.5199999999999996,1.17,1.08,0.040000000000000924,0.40999999999999837,0.4300000000000015,1.1500000000000004,0.21999999999999886,AE5.T02-6890.CD34.X4000.Y4000.normalized.tile.tissue.png,0,1,1,1,2000,1,b'eLvjC58/tZNfa8IwFMW/Sul7G5FNnFRltAqComgLureuzTRbm5Qkuu3b797b6hTmGGN7aHJJ8/ec3wmGb2XhHEBSGAGNfZCAy0zlQm77bhKPva47HATgswMTpem7O4sQAAWvvqq4LEWmlckACbo4YMHLlMDAC3e8VgdUrPnAB5+QOGLiRAKcw9PnGjzru+tN+BC7NLme0fsWI6rWp2rzI6qoJIedyTiinjAI1Z5Igx2SZBLBvILX0KE1PZYYEIrZChDT5oZNxaNO9TsLC7XPV1ZpeCWbSx5pceBeMgsTqxFPds7nLgIejwOGLbR65hn+WSG0sVLFi7AsPCOCIcewaLpcQFuJihdCItUefLmSnFluLLsf3fpxq+11unctH5f4De7USqXLtACFcmC/4NAYs+d+JbfE6lEwsOXrPGDRZOIToSV/+iOM8Q50MvZkOxSEzVV4/yVODtptqjTjv90NBDqPYrN3cJHPoA6o1w5YE1V2+RoYuBrZ2WjwAQqFO8k=',495545672fe488d310a40347b478cc6f,1132.0590950123703,1540.120068656515,0.0,275.46625766871165,0.3606194690265487,1128.4061290393083,1333.0294539826002,0.0,49.5,0.6197718631178707,1069.4328463255108,1533.552439555406,0.0,559.7916424063061,646.522649531623,0.0,1311.89010989011,1648.421052631579,0.0,289.0,0.0,1263.775337837838,1488.1124542124544,0.0,0.0,0.0,1171.949494949495,1595.375,0.0,559.7916424063061,646.522649531623,0.0,nan,file:/Users/tpeters4/Library/CloudStorage/OneDrive-UMCUtrecht/Documenten/PhD%20Documents/Projecten/SlideToolkit/Cellprofiler/CD34%20LRP%20pipeline%20-%20done/test/AE5.T02-6890.CD34.X4000.Y4000.normalized.tile.tissue.png,0,AE5,nan,CD34,0,T02-6890,X4000,Y4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/tpeters4/Library/CloudStorage/OneDrive-UMCUtrecht/Documenten/PhD Documents/Projecten/SlideToolkit/Cellprofiler/CD34 LRP pipeline - done/test,Done,255,0,433.31230381977514,413.57382905404376,0.0,114.55918620374216,0.48018024489305966,484.20509492160994,533.9882345130898,0.0,81.30943027304664,1.248538592577372,457.307719833741,366.9090375985917,0.0,493.5603288199413,367.92881388947114,0.0,0.77,0.68,0.1,0.02358118025288508,0.05856865273464235,0.1,-8.857610365918235,-10.190238144195641,-12.542030837433028,1.8277438559105597,2.0228008210223565,0.134644226693213,file:/Users/tpeters4/Library/CloudStorage/OneDrive-UMCUtrecht/Documenten/PhD%20Documents/Projecten/SlideToolkit/Cellprofiler/CD34%20LRP%20pipeline%20-%20done/test/AE5.T02-6890.CD34.X4000.Y4000.normalized.tile.tissue.png,2000
